编号	名称	地点	X	Y	道具	图标
740	itb_a0301_37	蓉粉３号街区	974	2070	解麻药	bag-回复
741	itb_a0301_38	蓉粉３号街区	1124	1987	捕网球	bag-精灵球
742	itb_a0301_39	蓉粉３号街区	1290	2105	解毒药	bag-回复
743	itb_a0301_40	蓉粉３号街区	1085	2169	特攻增强剂	bag-道具
744	itb_a0301_42	蓉粉３号街区	909	2329	特攻增强剂	bag-道具
745	itb_a0301_43	蓉粉３号街区	1020	2302	月之石	bag-道具
746	itb_a0301_44	蓉粉３号街区	948	2148	高级球	bag-精灵球
747	itb_a0301_45	蓉粉３号街区	1046	2094	速度增强剂	bag-道具
748	itb_a0301_46	蓉粉３号街区	1125	2243	计时球	bag-精灵球
749	itb_a0301_47	蓉粉３号街区	1039	1984	治愈球	bag-精灵球
750	itb_a0301_48	蓉粉３号街区	871	2022	经验糖果Ｍ	bag-道具
751	itb_a0301_49	蓉粉３号街区	960	1956	神奇糖果	bag-道具
752	itb_a0301_50	蓉粉３号街区	956	1979	高级球	bag-精灵球
753	itb_a0301_51	蓉粉３号街区	886	1958	防御增强剂	bag-道具
754	itb_a0301_52	蓉粉３号街区	905	1996	光之石	bag-道具
755	itb_a0301_53	蓉粉３号街区	860	1924	高级球	bag-精灵球
756	itb_a0301_54	蓉粉３号街区	777	2303	万灵药	bag-回复
757	itb_a0301_55	蓉粉３号街区	815	2145	活力碎片	bag-回复
758	itb_a0301_56	蓉粉６号街区	600	1907	豪华球	bag-精灵球
759	itb_a0301_57	蓉粉３号街区	884	2287	超级球	bag-精灵球
760	itb_a0301_58	蓉粉３号街区	801	2393	经验糖果Ｓ	bag-道具
761	itb_a0301_59	蓉粉３号街区	964	2352	精灵球	bag-精灵球
762	itb_a0301_60	粉色广场	1302	1956	解麻药	bag-回复
763	itb_a0301_61	蓉粉１号街区	1518	2165	解眠药	bag-回复
764	itb_a0301_62	蓉粉１号街区	1506	2117	潜水球	bag-精灵球
765	itb_a0301_63	蓉粉１号街区	1611	2016	活力碎片	bag-回复
766	itb_a0301_64	蓉粉１号街区	1392	2053	特防增强剂	bag-道具
767	itb_a0301_65	蓉粉１号街区	1624	2070	高级球	bag-精灵球
768	itb_a0301_66	粉色广场	1000	1931	好伤药	bag-回复
769	itb_a0301_67	蓉粉３号街区	866	1853	好伤药	bag-回复
770	itb_a0301_68	蓉粉１号街区	1319	2014	经验糖果Ｓ	bag-道具
771	itb_a0301_69	蓉粉１号街区	1505	2040	厉害伤药	bag-回复
772	itb_a0301_70	蓉粉１号街区	1554	2127	活力碎片	bag-回复
773	itb_a0301_71	蓉粉１号街区	1361	2153	活力块	bag-回复
774	itb_a0301_72	９号野生特区	578	2410	招式学习器０１８	bag-招式学习器
775	itb_a0301_73	９号野生特区	620	2309	珍珠	bag-宝物
776	itb_a0301_74	９号野生特区	325	2336	计时球	bag-精灵球
777	itb_a0301_75	９号野生特区	582	2359	巢穴球	bag-精灵球
778	itb_a0301_76	９号野生特区	693	2389	大珍珠	bag-宝物
779	itb_a0301_77	９号野生特区	267	2417	超级球	bag-精灵球
780	itb_a0301_78	９号野生特区	475	2196	高级球	bag-精灵球
781	itb_a0301_79	９号野生特区	319	2241	大珍珠	bag-宝物
782	itb_a0301_80	９号野生特区	351	2223	金珠	bag-宝物
783	itb_a0301_81	９号野生特区	317	2319	神奇糖果	bag-道具
784	itb_a0301_82	９号野生特区	313	2444	黑暗球	bag-精灵球
785	itb_a0301_83	９号野生特区	384	2413	超级球	bag-精灵球
786	itb_a0301_84	９号野生特区	373	2433	万灵药	bag-回复
787	itb_a0301_85	南侧大道	167	1741	彩色螺丝	colorful-screw
788	itb_a0301_86	南侧大道	169	1766	大珍珠	bag-宝物
789	itb_a0301_87	蓉粉６号街区	297	2052	彩色螺丝	colorful-screw
790	itb_a0301_88	蓉粉６号街区	341	2009	暗之石	bag-道具
791	itb_a0301_89	蓉粉６号街区	296	2053	ＨＰ增强剂	bag-道具
792	itb_a0301_90	蓉粉１号街区	1617	2147	彩色螺丝	colorful-screw
793	itb_a0301_91	９号野生特区	311	2446	速度增强剂	bag-道具
794	itb_a0301_92	９号野生特区	522	2331	厉害伤药	bag-回复
795	itb_a0301_93	蓉粉６号街区	627	1788	彩色螺丝	colorful-screw
796	itb_a0301_94	蓉粉大道	666	1777	攻击增强剂	bag-道具
797	itb_a0301_95	蓉粉６号街区	595	1819	防御增强剂	bag-道具
798	itb_a0301_96	蓉粉大道	627	1776	彩色螺丝	colorful-screw
799	itb_a0301_97	蓉粉６号街区	604	1820	月之石	bag-道具
800	itb_a0301_98	９号野生特区	393	2423	特防增强剂	bag-道具
801	itb_a0301_99	９号野生特区	314	2455	神奇糖果	bag-道具
802	itb_a0301_100	９号野生特区	336	2323	特攻增强剂	bag-道具
803	itb_a0301_101	蓉粉３号街区	917	1842	彩色螺丝	colorful-screw
804	itb_a0301_102	蓉粉６号街区	296	2053	彩色螺丝	colorful-screw
805	itb_a0301_103	蓉粉６号街区	389	2027	招式学习器０３７	bag-招式学习器
806	itb_a0301_104	蓉粉３号街区	880	2358	招式学习器００９	bag-招式学习器
807	itb_a0301_105	蓉粉３号街区	1137	1980	神奇糖果	bag-道具
808	itb_a0301_106	９号野生特区	518	2166	彩色螺丝	colorful-screw
809	itb_a0302_01	蓉粉大道	446	1508	好伤药	bag-回复
810	itb_a0302_02	阔星公司	1000	1214	好伤药	bag-回复
811	itb_a0302_03	阔星公司	1158	1155	超级球	bag-精灵球
812	itb_a0302_04	榴红３号街区	1213	1022	伤药	bag-回复
813	itb_a0302_05	阔星公司	1007	877	解毒药	bag-回复
814	itb_a0302_06	北侧大道	669	865	活力碎片	bag-回复
815	itb_a0302_07	蓉粉９号街区	1010	739	高级球	bag-精灵球
816	itb_a0302_08	蓉粉９号街区	703	894	厉害伤药	bag-回复
817	itb_a0302_09	阔星公司	913	1019	好伤药	bag-回复
818	itb_a0302_10	蓉粉９号街区	1020	660	超级球	bag-精灵球
819	itb_a0302_11	１８号野生特区	885	862	速度增强剂	bag-道具
820	itb_a0302_12	１８号野生特区	794	737	巨大金珠	bag-宝物
821	itb_a0302_13	１８号野生特区	928	833	招式学习器０６５	bag-招式学习器
822	itb_a0302_14	蓉粉大道	1044	1375	厉害伤药	bag-回复
823	itb_a0302_15	蓉粉大道	1001	1420	活力块	bag-回复
824	itb_a0302_16	蓉粉４号街区	1343	1498	高级球	bag-精灵球
825	itb_a0302_17	蓉粉４号街区	1225	1479	厉害伤药	bag-回复
826	itb_a0302_18	蓉粉４号街区	1433	1388	经验糖果Ｓ	bag-道具
827	itb_a0302_19	榴红３号街区	1402	1275	黑暗球	bag-精灵球
828	itb_a0302_20	阔星公司	1295	1261	潜水球	bag-精灵球
829	itb_a0302_21	蓉粉４号街区	1277	1362	经验糖果Ｓ	bag-道具
830	itb_a0302_22	蓉粉４号街区	1329	1178	ＨＰ增强剂	bag-道具
831	itb_a0302_23	阔星公司	1191	1260	高级球	bag-精灵球
832	itb_a0302_24	蓉粉大道	961	1560	计时球	bag-精灵球
833	itb_a0302_25	蓉粉４号街区	1207	1533	高级球	bag-精灵球
834	itb_a0302_26	蓉粉４号街区	1446	1575	超级球	bag-精灵球
835	itb_a0302_27	榴红１号街区	1605	1624	经验糖果Ｓ	bag-道具
836	itb_a0302_28	蓉粉４号街区	1496	1595	防御增强剂	bag-道具
837	itb_a0302_29	粉色广场	1360	1654	厉害伤药	bag-回复
838	itb_a0302_30	蓉粉２号街区	1478	1737	速度增强剂	bag-道具
839	itb_a0302_31	蓉粉大道	1603	1747	超级球	bag-精灵球
840	itb_a0302_32	蓉粉４号街区	1368	1454	灼伤药	bag-回复
841	itb_a0302_33	蓉粉４号街区	1377	1339	解麻药	bag-回复
842	itb_a0302_34	阔星公司	1237	1289	活力碎片	bag-回复
843	itb_a0302_35	蓉粉４号街区	1235	1476	超级球	bag-精灵球
844	itb_a0302_37	阔星公司	1206	1093	治愈球	bag-精灵球
845	itb_a0302_38	榴红３号街区	1475	1280	超级球	bag-精灵球
846	itb_a0302_39	阔星公司	1118	884	解毒药	bag-回复
847	itb_a0302_40	阔星公司	1020	1186	活力碎片	bag-回复
848	itb_a0302_41	蓉粉９号街区	868	950	超级球	bag-精灵球
849	itb_a0302_42	１８号野生特区	861	551	灼伤药	bag-回复
850	itb_a0302_43	蓉粉９号街区	715	1067	高级球	bag-精灵球
851	itb_a0302_44	蓉粉９号街区	756	1039	攻击增强剂	bag-道具
852	itb_a0302_45	蓉粉９号街区	796	929	全复药	bag-回复
853	itb_a0302_46	蓉粉９号街区	708	1002	攻击增强剂	bag-道具
854	itb_a0302_47	北侧大道	580	973	豪华球	bag-精灵球
855	itb_a0302_48	北侧大道	564	1021	好伤药	bag-回复
856	itb_a0302_49	蓉粉９号街区	833	1165	暗之石	bag-道具
857	itb_a0302_50	蓉粉７号街区	723	1290	先机球	bag-精灵球
858	itb_a0302_51	蓉粉大道	721	1422	厉害伤药	bag-回复
859	itb_a0302_52	蓉粉９号街区	686	1169	万灵药	bag-回复
860	itb_a0302_53	北侧大道	603	1274	超级球	bag-精灵球
861	itb_a0302_54	北侧大道	513	1360	好伤药	bag-回复
862	itb_a0302_55	阔星公司	879	1157	珍珠	bag-宝物
863	itb_a0302_56	阔星公司	945	1252	超级球	bag-精灵球
864	itb_a0302_57	蓉粉大道	739	1611	珍珠	bag-宝物
865	itb_a0302_58	蓉粉大道	871	1509	厉害伤药	bag-回复
866	itb_a0302_59	蓉粉大道	661	1519	超级球	bag-精灵球
867	itb_a0302_60	蓉粉大道	817	1528	灼伤药	bag-回复
868	itb_a0302_61	蓉粉大道	781	1409	解眠药	bag-回复
869	itb_a0302_62	蓉粉大道	795	1376	经验糖果Ｍ	bag-道具
870	itb_a0302_63	蓉粉大道	729	1466	火之石	bag-道具
871	itb_a0302_64	蓉粉大道	860	1535	活力碎片	bag-回复
872	itb_a0302_65	阔星公司	994	1077	经验糖果Ｍ	bag-道具
873	itb_a0302_66	北侧大道	363	1367	经验糖果Ｍ	bag-道具
874	itb_a0302_67	蓉粉９号街区	648	1184	ＨＰ增强剂	bag-道具
875	itb_a0302_68	北侧大道	605	1359	活力碎片	bag-回复
876	itb_a0302_69	蓉粉大道	690	1338	特防增强剂	bag-道具
877	itb_a0302_70	北侧大道	581	1052	活力块	bag-回复
878	itb_a0302_71	蓉粉大道	997	1328	经验糖果Ｓ	bag-道具
879	itb_a0302_72	阔星公司	908	1059	好伤药	bag-回复
880	itb_a0302_73	蓉粉９号街区	817	1142	高级球	bag-精灵球
881	itb_a0302_74	蓉粉７号街区	868	1264	超级球	bag-精灵球
882	itb_a0302_75	蓉粉７号街区	781	1289	雷之石	bag-道具
883	itb_a0302_76	榴红１号街区	1633	1647	超级球	bag-精灵球
884	itb_a0302_77	榴红１号街区	1590	1734	好伤药	bag-回复
885	itb_a0302_78	榴红１号街区	1716	1694	黑暗球	bag-精灵球
886	itb_a0302_79	榴红１号街区	1649	1683	高级球	bag-精灵球
887	itb_a0302_80	榴红１号街区	1609	1611	超级球	bag-精灵球
888	itb_a0302_81	北侧大道	567	927	彩色螺丝	colorful-screw
889	itb_a0302_82	北侧大道	573	915	神奇糖果	bag-道具
890	itb_a0302_83	北侧大道	569	919	叶之石	bag-道具
891	itb_a0302_84	北侧大道	499	939	攻击增强剂	bag-道具
892	itb_a0302_85	北侧大道	481	968	特攻增强剂	bag-道具
893	itb_a0302_86	北侧大道	517	1014	金珠	bag-宝物
894	itb_a0302_87	北侧大道	501	937	彩色螺丝	colorful-screw
895	itb_a0302_88	北侧大道	551	945	特防增强剂	bag-道具
896	itb_a0302_89	北侧大道	497	958	火之石	bag-道具
897	itb_a0302_90	北侧大道	467	994	速度增强剂	bag-道具
898	itb_a0302_91	北侧大道	511	1004	大珍珠	bag-宝物
899	itb_a0302_92	北侧大道	526	1356	彩色螺丝	colorful-screw
900	itb_a0302_93	北侧大道	436	1320	珍珠	bag-宝物
901	itb_a0302_94	榴红１号街区	1655	1683	彩色螺丝	colorful-screw
902	itb_a0302_95	榴红１号街区	1623	1657	防御增强剂	bag-道具
903	itb_a0302_96	北侧大道	791	834	彩色螺丝	colorful-screw
904	itb_a0302_97	北侧大道	780	847	活力块	bag-回复
905	itb_a0302_98	１８号野生特区	795	817	神奇糖果	bag-道具
906	itb_a0302_99	１８号野生特区	802	818	ＨＰ增强剂	bag-道具
907	itb_a0302_100	北侧大道	806	858	大珍珠	bag-宝物
908	itb_a0302_101	蓉粉９号街区	681	890	彩色螺丝	colorful-screw
909	itb_a0302_102	１８号野生特区	926	836	防御增强剂	bag-道具
910	itb_a0302_103	１８号野生特区	943	821	神奇糖果	bag-道具
911	itb_a0302_104	蓉粉大道	767	1344	彩色螺丝	colorful-screw
912	itb_a0302_105	蓉粉大道	1444	1751	重复球	bag-精灵球
913	itb_a0302_106	蓉粉大道	434	1396	巢穴球	bag-精灵球
914	itb_a0302_107	阔星公司	1035	1216	招式学习器０１０	bag-招式学习器
915	itb_a0302_108	１８号野生特区	796	621	重复球	bag-精灵球
916	itb_a0302_109	１８号野生特区	852	786	先机球	bag-精灵球
917	itb_a0302_110	１８号野生特区	869	780	精通种子	bag-道具
918	itb_a0302_111	１８号野生特区	715	731	厉害伤药	bag-回复
919	itb_a0303_01	７号野生特区	1136	1635	捕网球	bag-精灵球
920	itb_a0303_02	７号野生特区	1080	1857	厉害伤药	bag-回复
921	itb_a0303_03	７号野生特区	1179	1766	招式学习器０９２	bag-招式学习器
922	itb_a0303_04	７号野生特区	1156	1742	经验糖果Ｍ	bag-道具
923	itb_a0303_05	７号野生特区	1151	1848	超级球	bag-精灵球
924	itb_a0303_06	７号野生特区	1116	1744	潜水球	bag-精灵球
925	itb_a0401_01	榴红１号街区	1892	1521	计时球	bag-精灵球
926	itb_a0401_02	榴红１号街区	1698	1378	活力碎片	bag-回复
927	itb_a0401_03	榴红１号街区	1777	1329	好伤药	bag-回复
928	itb_a0401_04	榴红１号街区	1642	1253	计时球	bag-精灵球
929	itb_a0401_05	榴红５号街区	1941	787	灼伤药	bag-回复
930	itb_a0401_06	榴红４号街区	1666	959	灼伤药	bag-回复
931	itb_a0401_07	榴红４号街区	1614	609	解麻药	bag-回复
932	itb_a0401_08	榴红７号街区	1815	485	活力碎片	bag-回复
933	itb_a0401_09	榴红１号街区	1979	1675	解眠药	bag-回复
934	itb_a0401_11	１３号野生特区	1708	327	ＨＰ增强剂	bag-道具
935	itb_a0401_12	榴红５号街区	1882	803	精灵球	bag-精灵球
936	itb_a0401_13	榴红４号街区	1352	507	巢穴球	bag-精灵球
937	itb_a0401_14	榴红３号街区	1512	1207	豪华球	bag-精灵球
938	itb_a0401_15	榴红５号街区	1797	871	潜水球	bag-精灵球
939	itb_a0401_16	榴红７号街区	1776	651	计时球	bag-精灵球
940	itb_a0401_17	红色广场	1865	921	彩色螺丝	colorful-screw
941	itb_a0401_18	榴红１号街区	1691	1169	速度增强剂	bag-道具
942	itb_a0401_19	榴红１号街区	1630	1355	高级球	bag-精灵球
943	itb_a0401_20	红色广场	1861	1296	重复球	bag-精灵球
944	itb_a0401_21	榴红１号街区	1906	1475	神奇糖果	bag-道具
945	itb_a0401_22	榴红１号街区	1794	1032	经验糖果Ｓ	bag-道具
946	itb_a0401_23	榴红１号街区	1676	1027	重复球	bag-精灵球
947	itb_a0401_24	榴红１号街区	1737	1048	解麻药	bag-回复
948	itb_a0401_25	榴红５号街区	1984	686	万灵药	bag-回复
949	itb_a0401_26	榴红３号街区	1388	951	好伤药	bag-回复
950	itb_a0401_27	榴红３号街区	1389	877	治愈球	bag-精灵球
951	itb_a0401_28	榴红３号街区	1385	997	万灵药	bag-回复
952	itb_a0401_29	榴红４号街区	1506	719	彩色螺丝	colorful-screw
953	itb_a0401_30	榴红３号街区	1262	867	捕网球	bag-精灵球
954	itb_a0401_31	榴红４号街区	1317	727	彩色螺丝	colorful-screw
955	itb_a0401_32	榴红３号街区	1210	724	经验糖果Ｓ	bag-道具
956	itb_a0401_33	榴红３号街区	1264	631	攻击增强剂	bag-道具
957	itb_a0401_34	榴红３号街区	1316	442	活力碎片	bag-回复
958	itb_a0401_35	榴红３号街区	1327	382	全满药	bag-回复
959	itb_a0401_36	榴红３号街区	1259	462	特防增强剂	bag-道具
960	itb_a0401_37	榴红３号街区	1127	585	解眠药	bag-回复
961	itb_a0401_38	榴红３号街区	1238	411	高级球	bag-精灵球
962	itb_a0401_39	蓉粉９号街区	1006	594	灼伤药	bag-回复
963	itb_a0401_40	榴红１号街区	1761	1213	超级球	bag-精灵球
964	itb_a0401_41	榴红３号街区	1293	778	解毒药	bag-回复
965	itb_a0401_42	榴红３号街区	1205	686	好伤药	bag-回复
966	itb_a0401_43	榴红３号街区	1557	1111	万灵药	bag-回复
967	itb_a0401_44	榴红７号街区	1860	396	神奇糖果	bag-道具
968	itb_a0401_45	北侧大道	1600	386	治愈球	bag-精灵球
969	itb_a0401_46	榴红４号街区	1440	487	先机球	bag-精灵球
970	itb_a0401_47	榴红４号街区	1715	783	伤药	bag-回复
971	itb_a0401_48	榴红４号街区	1384	527	黑暗球	bag-精灵球
972	itb_a0401_49	榴红７号街区	1881	615	重复球	bag-精灵球
973	itb_a0401_50	榴红５号街区	1935	717	解麻药	bag-回复
974	itb_a0401_51	榴红７号街区	1949	329	伤药	bag-回复
975	itb_a0401_52	榴红５号街区	1990	620	防御增强剂	bag-道具
976	itb_a0401_53	榴红１号街区	1930	1491	活力块	bag-回复
977	itb_a0401_54	榴红４号街区	1727	702	精灵球	bag-精灵球
978	itb_a0401_55	榴红４号街区	1374	695	伤药	bag-回复
979	itb_a0401_56	榴红１号街区	1734	1459	解毒药	bag-回复
980	itb_a0401_57	榴红５号街区	1767	823	神奇糖果	bag-道具
981	itb_a0401_58	榴红４号街区	1305	585	精灵球	bag-精灵球
982	itb_a0401_59	榴红１号街区	1947	1440	好伤药	bag-回复
983	itb_a0401_60	榴红１号街区	1736	1024	特攻增强剂	bag-道具
984	itb_a0401_61	１３号野生特区	1610	286	招式学习器０８１	bag-招式学习器
985	itb_a0401_62	１３号野生特区	1696	244	大珍珠	bag-宝物
986	itb_a0401_63	榴红３号街区	1325	947	彩色螺丝	colorful-screw
987	itb_a0401_64	榴红３号街区	1268	687	高级球	bag-精灵球
988	itb_a0401_65	榴红４号街区	1675	951	冰之石	bag-道具
989	itb_a0401_66	榴红４号街区	1568	673	速度增强剂	bag-道具
990	itb_a0401_67	榴红５号街区	1899	792	好伤药	bag-回复
991	itb_a0401_68	榴红７号街区	1473	426	月之石	bag-道具
992	itb_a0401_69	榴红３号街区	1073	529	高级球	bag-精灵球
993	itb_a0401_70	红色广场	1920	875	叶之石	bag-道具
994	itb_a0401_71	北侧大道	1449	371	彩色螺丝	colorful-screw
995	itb_a0401_72	１３号野生特区	1669	304	超级球	bag-精灵球
996	itb_a0401_73	１３号野生特区	1586	323	厉害伤药	bag-回复
997	itb_a0401_74	１３号野生特区	1534	311	高级球	bag-精灵球
998	itb_a0401_75	榴红３号街区	1131	387	彩色螺丝	colorful-screw
999	itb_a0401_76	榴红３号街区	1151	376	ＨＰ增强剂	bag-道具
1000	itb_a0401_77	榴红３号街区	1098	400	彩色螺丝	colorful-screw
1001	itb_a0401_78	北侧大道	1069	413	大珍珠	bag-宝物
1002	itb_a0401_79	榴红７号街区	1990	507	彩色螺丝	colorful-screw
1003	itb_a0401_80	榴红３号街区	1584	1286	彩色螺丝	colorful-screw
1004	itb_a0401_81	榴红３号街区	1588	1300	特防增强剂	bag-道具
1005	itb_a0401_82	榴红３号街区	1593	1208	日之石	bag-道具
1006	itb_a0401_83	榴红３号街区	1607	1210	彩色螺丝	colorful-screw
1007	itb_a0401_84	榴红３号街区	1597	1173	攻击增强剂	bag-道具
1008	itb_a0401_85	榴红１号街区	1841	1355	彩色螺丝	colorful-screw
1009	itb_a0401_86	榴红１号街区	1887	1371	防御增强剂	bag-道具
1010	itb_a0401_87	榴红１号街区	1910	1382	觉醒之石	bag-道具
1011	itb_a0401_88	榴红１号街区	1892	1420	彩色螺丝	colorful-screw
1012	itb_a0401_89	榴红１号街区	1928	1451	神奇糖果	bag-道具
1013	itb_a0401_90	榴红１号街区	1866	1408	特攻增强剂	bag-道具
1014	itb_a0401_91	榴红４号街区	1729	516	彩色螺丝	colorful-screw
1015	itb_a0401_92	榴红７号街区	1770	515	速度增强剂	bag-道具
1016	itb_a0401_93	榴红７号街区	1955	550	彩色螺丝	colorful-screw
1017	itb_a0401_94	北侧大道	1950	266	招式学习器０７１	bag-招式学习器
1018	itb_a0401_95	榴红４号街区	1354	492	全满药	bag-回复
1019	itb_a0401_96	榴红１号街区	1631	1178	彩色螺丝	colorful-screw
1020	itb_a0401_97	榴红３号街区	1606	1258	招式学习器００５	bag-招式学习器
1021	itb_a0401_98	１３号野生特区	1596	209	豪华球	bag-精灵球
1022	itb_a0401_99	１３号野生特区	1704	190	经验糖果Ｍ	bag-道具
1023	itb_a0401_100	１３号野生特区	1535	229	潜水球	bag-精灵球
1024	itb_a0401_101	榴红７号街区	1984	318	高级球	bag-精灵球
1025	itb_a0402_01	榴红２号街区	2187	1654	精灵球	bag-精灵球
1026	itb_a0402_02	榴红２号街区	2188	1578	好伤药	bag-回复
1027	itb_a0402_03	榴红２号街区	2197	1397	超级球	bag-精灵球
1028	itb_a0402_04	艾特瓦鲁学校	2378	1228	好伤药	bag-回复
1029	itb_a0402_05	艾特瓦鲁学校	2471	1216	活力碎片	bag-回复
1030	itb_a0402_06	艾特瓦鲁学校	2432	1111	解毒药	bag-回复
1031	itb_a0402_07	艾特瓦鲁学校	2533	1012	超级球	bag-精灵球
1032	itb_a0402_08	艾特瓦鲁学校	2447	1290	好伤药	bag-回复
1033	itb_a0402_09	４号野生特区	2283	460	超级球	bag-精灵球
1034	itb_a0402_10	４号野生特区	2432	489	活力碎片	bag-回复
1035	itb_a0402_11	４号野生特区	2110	697	万灵药	bag-回复
1036	itb_a0402_12	４号野生特区	2211	485	捕网球	bag-精灵球
1037	itb_a0402_13	４号野生特区	2566	577	解毒药	bag-回复
1038	itb_a0402_14	４号野生特区	2315	698	招式学习器０７２	bag-招式学习器
1039	itb_a0402_15	艾特瓦鲁学校	2476	948	精灵球	bag-精灵球
1040	itb_a0402_16	榴红６号街区	2484	812	灼伤药	bag-回复
1041	itb_a0402_17	艾特瓦鲁学校	2593	886	精灵球	bag-精灵球
1042	itb_a0402_18	艾特瓦鲁学校	2708	1039	精灵球	bag-精灵球
1043	itb_a0402_19	艾特瓦鲁学校	2525	1341	巢穴球	bag-精灵球
1044	itb_a0402_20	榴红２号街区	2336	1534	好伤药	bag-回复
1045	itb_a0402_21	榴红２号街区	2255	1659	先机球	bag-精灵球
1046	itb_a0402_22	红色广场	2268	1308	超级球	bag-精灵球
1047	itb_a0402_23	榴红８号街区	3006	644	解毒药	bag-回复
1048	itb_a0402_24	榴红８号街区	2988	550	ＨＰ增强剂	bag-道具
1049	itb_a0402_25	榴红８号街区	2826	602	伤药	bag-回复
1050	itb_a0402_26	榴红８号街区	2590	496	好伤药	bag-回复
1051	itb_a0402_27	榴红８号街区	2792	478	超级球	bag-精灵球
1052	itb_a0402_28	北侧大道	2643	224	活力碎片	bag-回复
1053	itb_a0402_29	北侧大道	2449	164	超级球	bag-精灵球
1054	itb_a0402_30	榴红大道	2070	102	精灵球	bag-精灵球
1055	itb_a0402_31	北侧大道	2713	351	活力碎片	bag-回复
1056	itb_a0402_32	红色广场	2277	893	好伤药	bag-回复
1057	itb_a0402_33	榴红６号街区	2484	803	厉害伤药	bag-回复
1058	itb_a0402_34	榴红８号街区	2748	782	神奇糖果	bag-道具
1059	itb_a0402_35	琼黄７号街区	2820	880	经验糖果Ｍ	bag-道具
1060	itb_a0402_36	榴红６号街区	2474	761	活力块	bag-回复
1061	itb_a0402_37	榴红６号街区	2268	776	全复药	bag-回复
1062	itb_a0402_38	榴红大道	2113	788	万灵药	bag-回复
1063	itb_a0402_39	榴红６号街区	2293	853	厉害伤药	bag-回复
1064	itb_a0402_40	艾特瓦鲁学校	2364	964	黑暗球	bag-精灵球
1065	itb_a0402_41	艾特瓦鲁学校	2347	1055	先机球	bag-精灵球
1066	itb_a0402_42	榴红８号街区	2643	508	厉害伤药	bag-回复
1067	itb_a0402_43	榴红８号街区	2644	435	神奇糖果	bag-道具
1068	itb_a0402_44	北侧大道	2869	436	活力块	bag-回复
1069	itb_a0402_45	榴红８号街区	2666	658	万灵药	bag-回复
1070	itb_a0402_46	北侧大道	3034	523	经验糖果Ｓ	bag-道具
1071	itb_a0402_47	琼黄７号街区	2882	711	ＨＰ增强剂	bag-道具
1072	itb_a0402_48	榴红８号街区	2743	629	厉害伤药	bag-回复
1073	itb_a0402_49	榴红大道	2109	1646	活力块	bag-回复
1074	itb_a0402_50	榴红２号街区	2252	1649	捕网球	bag-精灵球
1075	itb_a0402_51	榴红２号街区	2363	1500	特攻增强剂	bag-道具
1076	itb_a0402_52	榴红２号街区	2390	1461	攻击增强剂	bag-道具
1077	itb_a0402_53	艾特瓦鲁学校	2342	1369	防御增强剂	bag-道具
1078	itb_a0402_54	红色广场	2191	1333	特防增强剂	bag-道具
1079	itb_a0402_55	榴红２号街区	2146	1402	经验糖果Ｍ	bag-道具
1080	itb_a0402_56	榴红２号街区	2198	1618	神奇糖果	bag-道具
1081	itb_a0402_57	北侧大道	2433	373	超级球	bag-精灵球
1082	itb_a0402_58	榴红８号街区	2147	331	活力碎片	bag-回复
1083	itb_a0402_59	北侧大道	2702	360	水之石	bag-道具
1084	itb_a0402_60	北侧大道	2453	302	厉害伤药	bag-回复
1085	itb_a0402_61	北侧大道	2262	251	光之石	bag-道具
1086	itb_a0402_62	榴红６号街区	2197	792	高级球	bag-精灵球
1087	itb_a0402_63	红色广场	2243	921	经验糖果Ｓ	bag-道具
1088	itb_a0402_64	艾特瓦鲁学校	2268	1366	觉醒之石	bag-道具
1089	itb_a0402_65	北侧大道	2990	364	豪华球	bag-精灵球
1090	itb_a0402_66	４号野生特区	2559	690	珍珠	bag-宝物
1091	itb_a0402_67	４号野生特区	2137	471	好伤药	bag-回复
1092	itb_a0402_68	艾特瓦鲁学校	2397	1392	彩色螺丝	colorful-screw
1093	itb_a0402_69	艾特瓦鲁学校	2393	1407	神奇糖果	bag-道具
1094	itb_a0402_70	艾特瓦鲁学校	2332	1331	暗之石	bag-道具
1095	itb_a0402_71	艾特瓦鲁学校	2377	1365	大珍珠	bag-宝物
1096	itb_a0402_72	琼黄７号街区	2926	758	彩色螺丝	colorful-screw
1097	itb_a0402_73	琼黄７号街区	2951	716	特攻增强剂	bag-道具
1098	itb_a0402_74	榴红８号街区	2705	596	彩色螺丝	colorful-screw
1099	itb_a0402_75	榴红８号街区	2784	519	速度增强剂	bag-道具
1100	itb_a0402_76	榴红８号街区	2701	486	珍珠	bag-宝物
1101	itb_a0402_77	榴红８号街区	2724	490	彩色螺丝	colorful-screw
1102	itb_a0402_78	榴红８号街区	2708	527	防御增强剂	bag-道具
1103	itb_a0402_79	榴红８号街区	2699	595	冰之石	bag-道具
1104	itb_a0402_80	榴红８号街区	2748	617	大珍珠	bag-宝物
1105	itb_a0402_81	北侧大道	2335	166	彩色螺丝	colorful-screw
1106	itb_a0402_82	北侧大道	2324	235	攻击增强剂	bag-道具
1107	itb_a0402_83	北侧大道	2302	237	特防增强剂	bag-道具
1108	itb_a0402_84	北侧大道	2297	160	珍珠	bag-宝物
1109	itb_a0402_85	北侧大道	2246	162	彩色螺丝	colorful-screw
1110	itb_a0402_86	北侧大道	2246	162	神奇糖果	bag-道具
1111	itb_a0402_87	北侧大道	2334	176	ＨＰ增强剂	bag-道具
