编号	X	Z	Y	头目	重生时间	最小半径	最大半径	宝可梦列表
949	2391	76	475		240	1	1	167-0+7+8+5+19+20++日
950	2314	76	650	1	300	1	1	167-0+20+21+100+20+21
951	2314	76	656		300	2	3	167-0+7+8+5+19+20
953	2189	76	456		240	1	1	665-6+9+10+5+21+22+20+日|023-0+8+10+5+20+22+80+日
954	2261	76	635		240	1	1	665-6+9+10+5+21+22+20+日|023-0+8+10+5+20+22+80+日
955	2409	76	664		60	1	1	665-6+9+10+5+21+22+20+日|023-0+8+10+5+20+22+80+日|092-0+9+10+5+21+22+80+夜|679-0+10+11+5+22+23+20+夜
956	2140	76	671		240	1	1	665-6+9+10+5+21+22+20+日|023-0+8+10+5+20+22+80+日
957	2189	76	515		60	1	1	092-0+9+10+5+21+22+80+夜|679-0+10+11+5+22+23+20+夜
958	2311	76	491		60	1	1	092-0+9+10+5+21+22+80+夜|679-0+10+11+5+22+23+20+夜
959	2552	76	674		60	1	1	092-0+9+10+5+21+22+80+夜|679-0+10+11+5+22+23+20+夜
960	2209	76	654		60	1	1	092-0+9+10+5+21+22+80+夜|679-0+10+11+5+22+23+20+夜
962	2140	76	656		60	1	1	092-0+9+10+5+21+22+80+夜|679-0+10+11+5+22+23+20+夜
963	2210	76	573		60	1	1	092-0+9+10+5+21+22+80+夜|679-0+10+11+5+22+23+20+夜
964	2117	76	451		300	1	1	665-6+9+10+5+21+22++日
965	2316	76	584		120	1	1	092-0+9+10+5+21+22++日
966	2446	76	636		120	1	1	092-0+9+10+5+21+22++日
967	2289	76	504		120	1	1	092-0+9+10+5+21+22++日
968	2212	76	596		120	1	1	092-0+9+10+5+21+22++日
969	2185	76	514		120	1	1	092-0+9+10+5+21+22++日
970	2130	76	487		120	1	1	504-0+8+9+5+20+21++夜
971	2300	76	516		120	1	1	504-0+8+9+5+20+21++夜
972	2372	74	506		120	1	1	504-0+8+9+5+20+21++夜
973	2437	74	603		120	1	1	504-0+8+9+5+20+21++夜
974	2149	76	1169		180	1	1	025-0+6+8+5+18+20
975	2153	76	1220		180	1	1	025-0+6+8+5+18+20
976	2107	76	1234		180	1	1	025-0+6+8+5+18+20
977	2006	76	979		180	1	1	667-0+6+8+5+18+20
978	1940	71	1110	1	300	1	1	667-0+23+24+100+23+24
979	2025	76	1092		180	1	1	669-0+5+7+5+17+19
980	2022	76	1126		180	1	1	669-0+5+7+5+17+19
981	2168	76	1111		180	1	1	669-0+5+7+5+17+19
982	2006	76	1240		180	1	1	672-0+6+8+5+18+20
983	2086	76	1010		180	1	1	677-0+7+8+5+19+20
984	2137	76	994		180	1	1	677-0+7+8+5+19+20
985	1930	-35	1110	1	300	1	1	661-0+30+31+100+30+31
986	1985	76	1021		180	1	1	667-0+6+8+5+18+20+85|674-0+7+8+5+19+20+15
987	1924	76	1018		180	1	1	667-0+6+8+5+18+20+85|674-0+7+8+5+19+20+15
988	1986	75	1200		180	1	1	672-0+6+8+5+18+20+85|674-0+7+8+5+19+20+15
989	1925	76	1202		180	1	1	672-0+6+8+5+18+20+85|674-0+7+8+5+19+20+15
990	2046	76	1110	1	30	1	1	208-0+70+70+100+70+70
991	3224	-8	721		120	2	3	246-0+40+43+5+50+53
992	3311	76	776		300	1	1	545-0+42+43+5+52+53++日
993	3306	76	831		180	1	1	544-0+40+41+5+50+51++日
994	3328	75	785		180	1	1	544-0+40+41+5+50+51++日
995	3265	75	763		180	1	1	015-0+41+42+5+51+52++日
996	3284	75	739		180	1	1	015-0+41+42+5+51+52++日
997	3290	75	744	1	300	1	1	015-0+51+52+100+51+52++日
998	3344	76	790		180	1	1	093-0+40+41+5+50+51+50+夜|709-0+40+41++++50+夜
999	3269	76	756		180	1	1	093-0+40+41+5+50+51+50+夜|709-0+40+41++++50+夜
1000	3296	75	757	1	180	1	1	354-0+52+53+100+52+53++夜
1001	3376	76	719		180	1	1	710-0+42+43+5+52+53+45+日|710-1+42+43+5+52+53+5+日|710-2+42+43+5+52+53+45+夜|710-3+42+43+5+52+53+5+夜
1002	3327	75	672		180	1	1	710-0+42+43+5+52+53+45+日|710-1+42+43+5+52+53+5+日|710-2+42+43+5+52+53+45+夜|710-3+42+43+5+52+53+5+夜
1003	3377	76	745		180	1	1	710-0+42+43+5+52+53+45+日|710-1+42+43+5+52+53+5+日|710-2+42+43+5+52+53+45+夜|710-3+42+43+5+52+53+5+夜
1004	3309	76	685		180	1	1	710-0+42+43+5+52+53+45+日|710-1+42+43+5+52+53+5+日|710-2+42+43+5+52+53+45+夜|710-3+42+43+5+52+53+5+夜
1005	3285	76	611		180	1	1	710-0+42+43+5+52+53+45+日|710-1+42+43+5+52+53+5+日|710-2+42+43+5+52+53+45+夜|710-3+42+43+5+52+53+5+夜
1006	3458	76	787		180	1	1	710-0+42+43+5+52+53+45+日|710-1+42+43+5+52+53+5+日|710-2+42+43+5+52+53+45+夜|710-3+42+43+5+52+53+5+夜
1007	3429	76	814		180	1	1	710-0+42+43+5+52+53+45+日|710-1+42+43+5+52+53+5+日|710-2+42+43+5+52+53+45+夜|710-3+42+43+5+52+53+5+夜
1008	3305	76	821		180	1	1	353-0+40+41+5+50+51++夜
1009	3292	76	728		180	1	1	353-0+40+41+5+50+51++夜
1010	3342	76	703	1	300	1	1	711-0+52+53+100+52+53
1011	3240	55	1164		240	1	1	115-0+50+51+5+60+61+20|531-0+50+51+5+60+61+20|676-0+48+51+5+58+61+60
1012	3293	53	1153		240	1	1	115-0+50+51+5+60+61+20|531-0+50+51+5+60+61+20|676-0+48+51+5+58+61+60
1013	3292	43	1236		240	1	1	115-0+50+51+5+60+61+20|531-0+50+51+5+60+61+20|676-0+48+51+5+58+61+60
1014	3394	45	1197		240	1	1	115-0+50+51+5+60+61+20|531-0+50+51+5+60+61+20|676-0+48+51+5+58+61+60
1015	3279	41	1306		240	1	1	115-0+50+51+5+60+61+20|531-0+50+51+5+60+61+20|676-0+48+51+5+58+61+60
1016	3423	38	1270		240	1	1	115-0+50+51+5+60+61+20|531-0+50+51+5+60+61+20|676-0+48+51+5+58+61+60
1017	3383	36	1408		240	1	1	115-0+50+51+5+60+61+20|531-0+50+51+5+60+61+20|676-0+48+51+5+58+61+60
1018	3472	43	1317		240	1	1	115-0+50+51+5+60+61+20|531-0+50+51+5+60+61+20|676-0+48+51+5+58+61+60
1019	3489	42	1380		240	1	1	115-0+50+51+5+60+61+20|531-0+50+51+5+60+61+20|676-0+48+51+5+58+61+60
1020	3435	36	1372		240	1	1	115-0+50+51+5+60+61+20|531-0+50+51+5+60+61+20|676-0+48+51+5+58+61+60
1021	3367	53	1137		240	1	1	115-0+50+51+5+60+61
1022	3376	29	1303		300	1	1	780-0+49+51+5+59+61++日|676-0+58+61+100+58+61++日
1024	3338	36	1220		240	1	1	133-0+48+49+5+58+59
1025	3374	29	1296		240	3	4	035-0+48+50+5+58+60+33.33+夜|173-0+49+50+5+59+60+33.33+夜|035-0+58+60+100+58+60+33.33+夜
1026	3779	-18	2171		240	1	1	180-0+19+20+5+31+32
1027	3700	-17	2219		240	1	1	180-0+19+20+5+31+32
1028	3727	99	2418		300	1	1	129-0+17+20+5+29+32
1029	3743	99	2367		300	1	1	129-0+17+20+5+29+32
1030	3925	76	2049		240	1	1	228-0+17+18+5+29+30
1031	3881	76	2279		240	1	1	228-0+17+18+5+29+30
1032	3930	76	2199		240	1	1	228-0+17+18+5+29+30
1033	3935	76	2101	1	300	1	1	229-0+32+33+100+32+33
1034	3683	-45	2301		180	1	1	333-0+17+19+5+29+31
1035	3642	-45	2283		180	1	1	333-0+17+19+5+29+31
1036	3605	-45	2326		180	1	1	333-0+17+19+5+29+31
1037	3681	70	2400		180	1	1	427-0+17+18+5+29+30
1038	3686	70	2356		180	1	1	427-0+17+18+5+29+30
1039	3710	70	2308		180	1	1	427-0+17+18+5+29+30
1040	3822	75	2071		60	2	2	307-0+19+20+5+31+32++日
1041	3739	95	2281		300	1	1	688-0+19+20+5+31+32
1042	3796	95	2297		300	1	1	688-0+19+20+5+31+32
1043	3777	95	2258	1	300	1	1	688-0+32+34+100+32+34
1044	3834	15	1939	1	300	1	1	025-0+40+42+100+40+42
1045	3477	76	2362		180	1	1	079-0+30+31+5+40+41
1046	3378	76	2321		180	1	1	079-0+30+31+5+40+41
1047	3429	79	2343	1	300	1	1	080-0+42+44+100+42+44
1048	3524	98	2570		240	1	1	618-0+31+32+5+41+42
1049	3429	97	2552		240	1	1	618-0+31+32+5+41+42
1050	3358	98	2531		240	1	1	618-0+31+32+5+41+42
1051	3248	99	2524		240	1	1	618-0+31+32+5+41+42
1052	3347	98	2413		240	1	1	618-0+31+32+5+41+42
1053	3457	98	2461		240	1	1	618-0+31+32+5+41+42
1054	3554	98	2474		240	1	1	618-0+31+32+5+41+42
1055	3269	99	2347		240	1	1	618-0+31+32+5+41+42
1056	3386	88	2605		180	1	1	676-0+30+32+5+40+42
1057	3358	74	2306		180	1	1	676-0+30+32+5+40+42
1058	3352	80	2361		180	1	1	676-0+30+32+5+40+42
1059	3385	99	2495	1	300	1	1	693-0+42+44+100+42+44
1060	3544	99	2524		300	1	2	130-0+31+32+5+41+42+9|692-0+30+31+5+40+41+91
1061	3465	99	2511		300	1	2	130-0+31+32+5+41+42+9|692-0+30+31+5+40+41+91
1062	3259	99	2414		300	1	2	130-0+31+32+5+41+42+9|692-0+30+31+5+40+41+91
1063	3311	99	2461		180	1	1	686-0+31+33+5+41+43+30|692-0+30+31+5+40+41+70
1064	3201	87	2542		180	1	1	686-0+31+33+5+41+43+30|692-0+30+31+5+40+41+70
1065	2970	28	1667		180	1	1	066-0+24+26+5+35+37
1066	3001	28	1773		180	1	1	066-0+24+26+5+35+37
1067	2894	28	1742		180	1	1	066-0+24+26+5+35+37
1068	2949	28	1731		180	3	4	322-0+23+24+5+34+35
1069	2883	29	1742	1	300	1	1	323-0+39+40+100+39+40
1070	2954	29	1727		120	3	3	443-0+24+25+5+35+36+8|529-0+23+25+5+34+36+92|552-0+37+38+100+37+38+50|551-0+23+24+5+34+35+50|552-0+29+30+5+40+41+50
1075	1946	75	1901		150	1	1	306-0+54+55+5+63+64+30|560-0+54+56+5+63+65+35|569-0+53+55+5+62+64+35
1076	1896	75	1974		150	1	1	306-0+54+55+5+63+64+30|560-0+54+56+5+63+65+35|569-0+53+55+5+62+64+35
1077	2083	74	1887		150	1	1	001-0+53+54+5+62+63+15|152-0+54+55+5+63+64+15|407-0+53+54+5+62+63+35|282-0+53+54+5+62+63+35
1078	2209	74	1963		150	1	1	001-0+53+54+5+62+63+15|152-0+54+55+5+63+64+15|407-0+53+54+5+62+63+35|282-0+53+54+5+62+63+35
1079	1880	76	2107		150	1	1	004-0+53+54+5+62+63+15|498-0+54+55+5+63+64+15|450-0+54+55+5+63+64+35|448-0+54+55+5+63+64+35
1080	1967	71	2203		150	1	1	004-0+53+54+5+62+63+15|498-0+54+55+5+63+64+15|450-0+54+55+5+63+64+35|448-0+54+55+5+63+64+35
1081	2106	72	2215		150	1	1	687-0+54+55+5+63+64+50|691-0+53+54+5+62+63+50
1082	2173	72	2187		150	1	1	007-0+53+54+5+62+63+15|158-0+54+55+5+63+64+15|691-0+53+54+5+62+63+35|687-0+54+55+5+63+64+35
1083	2211	76	2083		150	1	1	007-0+53+54+5+62+63+15|158-0+54+55+5+63+64+15|691-0+53+54+5+62+63+15|687-0+54+55+5+63+64+15|407-0+53+54+5+62+63+20|282-0+53+54+5+62+63+20
1084	2017	80	2046	1	300	1	1	026-0+63+64+100+63+64+1.49|036-0+63+64+100+63+64+1.49|065-0+64+65+100+64+65+1.49|068-0+64+65+100+64+65+1.49|071-0+63+64+100+63+64+1.49|094-0+63+64+100+63+64+1.49|115-0+64+65+100+64+65+1.49|121-0+63+64+100+63+64+1.49|127-0+63+64+100+63+64+1.49|130-0+64+65+100+64+65+1.49|134-0+63+64+100+63+64+1.49|135-0+63+64+100+63+64+1.49|136-0+63+64+100+63+64+1.49|149-0+64+65+100+64+65+1.49|168-0+63+64+100+63+64+1.49|214-0+63+64+100+63+64+1.49|225-0+63+64+100+63+64+1.49|227-0+63+64+100+63+64+1.49|248-0+64+65+100+64+65+1.49|282-0+64+65+100+64+65+1.49|302-0+63+64+100+63+64+1.49|306-0+64+65+100+64+65+1.49|308-0+63+64+100+63+64+1.49|334-0+64+65+100+64+65+1.49|359-0+64+65+100+64+65+1.49|376-0+63+64+100+63+64+1.49|407-0+63+64+100+63+64+1.49|445-0+64+65+100+64+65+1.49|448-0+64+65+100+64+65+1.49|450-0+63+64+100+63+64+1.49|470-0+63+64+100+63+64+1.49|471-0+63+64+100+63+64+1.49|475-0+64+65+100+64+65+1.49|478-0+63+64+100+63+64+1.49|512-0+63+64+100+63+64+1.49|514-0+63+64+100+63+64+1.49|516-0+63+64+100+63+64+1.49|545-0+63+64+100+63+64+1.49|553-0+63+64+100+63+64+1.49|560-0+63+64+100+63+64+1.49|569-0+64+65+100+64+65+1.49|584-0+63+64+100+63+64+1.49|604-0+64+65+100+64+65+1.49|609-0+64+65+100+64+65+1.49|618-0+63+64+100+63+64+1.49|660-0+63+64+100+63+64+1.49|663-0+63+64+100+63+64+1.49|666-6+63+64+100+63+64+1.49|671-0+64+65+100+64+65+1.49|673-0+63+64+100+63+64+1.49|675-0+64+65+100+64+65+1.49|676-0+63+64+100+63+64+1.49|681-0+64+65+100+64+65+1.49|687-0+64+65+100+64+65+1.49|689-0+64+65+100+64+65+1.49|691-0+64+65+100+64+65+1.49|695-0+64+65+100+64+65+1.49|700-0+63+64+100+63+64+1.49|701-0+63+64+100+63+64+1.49|702-0+63+64+100+63+64+1.49|703-0+63+64+100+63+64+1.49|706-0+64+65+100+64+65+1.49|707-0+63+64+100+63+64+1.49|711-0+63+64+100+63+64+1.49|715-0+63+64+100+63+64+1.49|780-0+64+65+100+64+65+1.49|870-0+64+65+100+64+65+1.49
1085	2067	80	2046	1	300	1	1	026-0+63+64+100+63+64+1.49|036-0+63+64+100+63+64+1.49|065-0+64+65+100+64+65+1.49|068-0+64+65+100+64+65+1.49|071-0+63+64+100+63+64+1.49|094-0+63+64+100+63+64+1.49|115-0+64+65+100+64+65+1.49|121-0+63+64+100+63+64+1.49|127-0+63+64+100+63+64+1.49|130-0+64+65+100+64+65+1.49|134-0+63+64+100+63+64+1.49|135-0+63+64+100+63+64+1.49|136-0+63+64+100+63+64+1.49|149-0+64+65+100+64+65+1.49|168-0+63+64+100+63+64+1.49|214-0+63+64+100+63+64+1.49|225-0+63+64+100+63+64+1.49|227-0+63+64+100+63+64+1.49|248-0+64+65+100+64+65+1.49|282-0+64+65+100+64+65+1.49|302-0+63+64+100+63+64+1.49|306-0+64+65+100+64+65+1.49|308-0+63+64+100+63+64+1.49|334-0+64+65+100+64+65+1.49|359-0+64+65+100+64+65+1.49|376-0+63+64+100+63+64+1.49|407-0+63+64+100+63+64+1.49|445-0+64+65+100+64+65+1.49|448-0+64+65+100+64+65+1.49|450-0+63+64+100+63+64+1.49|470-0+63+64+100+63+64+1.49|471-0+63+64+100+63+64+1.49|475-0+64+65+100+64+65+1.49|478-0+63+64+100+63+64+1.49|512-0+63+64+100+63+64+1.49|514-0+63+64+100+63+64+1.49|516-0+63+64+100+63+64+1.49|545-0+63+64+100+63+64+1.49|553-0+63+64+100+63+64+1.49|560-0+63+64+100+63+64+1.49|569-0+64+65+100+64+65+1.49|584-0+63+64+100+63+64+1.49|604-0+64+65+100+64+65+1.49|609-0+64+65+100+64+65+1.49|618-0+63+64+100+63+64+1.49|660-0+63+64+100+63+64+1.49|663-0+63+64+100+63+64+1.49|666-6+63+64+100+63+64+1.49|671-0+64+65+100+64+65+1.49|673-0+63+64+100+63+64+1.49|675-0+64+65+100+64+65+1.49|676-0+63+64+100+63+64+1.49|681-0+64+65+100+64+65+1.49|687-0+64+65+100+64+65+1.49|689-0+64+65+100+64+65+1.49|691-0+64+65+100+64+65+1.49|695-0+64+65+100+64+65+1.49|700-0+63+64+100+63+64+1.49|701-0+63+64+100+63+64+1.49|702-0+63+64+100+63+64+1.49|703-0+63+64+100+63+64+1.49|706-0+64+65+100+64+65+1.49|707-0+63+64+100+63+64+1.49|711-0+63+64+100+63+64+1.49|715-0+63+64+100+63+64+1.49|780-0+64+65+100+64+65+1.49|870-0+64+65+100+64+65+1.49
